provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
210008,Mercy Medical Center Inc,301 Saint Paul Place,Baltimore,MD,21202,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1907,2327
210009,"Johns Hopkins Hospital, The",600 North  Wolfe Street,Baltimore,MD,21287,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7535,10297
210011,Saint Agnes Hospital,900 Caton Avenue,Baltimore,MD,21229,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2757,3540
210012,Sinai Hospital Of Baltimore,2401 West Belvedere Avenue,Baltimore,MD,21215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3769,4907
210015,Medstar Franklin Square Medical Center,9000 Franklin Square Drive,Rosedale,MD,21237,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4685,6553
210016,Adventist Healthcare White Oak Medical Center,11890 Healing Way,Silver Spring,MD,20904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3006,3777
210017,Garrett Regional Medical Center,251 North  Fourth Street,Oakland,MD,21550,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",556,699
210018,Medstar Montgomery Medical Center,18101 Prince Philip Drive,Olney,MD,20832,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2260,2862
210019,"Tidalhealth Peninsula Regional, Inc",100 East Carroll Avenue,Salisbury,MD,21801,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4894,6903
210022,Suburban Hospital,8600 Old Georgetown Road,Bethesda,MD,20814,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4989,6478
210023,"Luminis Health Anne Arundel Medical Center, Inc",2001 Medical Parkway,Annapolis,MD,21401,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6566,8890
210024,Medstar Union Memorial Hospital,201 East University Parkway,Baltimore,MD,21218,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3324,4062
210027,U P M C Western Maryland,12500 Willowbrook Road,Cumberland,MD,21502,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2908,4543
210028,Medstar Saint Mary's Hospital,25500 Point Lookout Road,Leonardtown,MD,20650,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1816,2444
210029,Johns Hopkins Bayview Medical Center,4940 Eastern Avenue,Baltimore,MD,21224,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3981,5215
210030,Umd Shore Medical Ctr At Chestertown,100 Brown Street,Chestertown,MD,21620,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",174,202
210032,Union Hospital Of Cecil County,106 Bow Street,Elkton,MD,21921,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1544,2154
210033,Carroll Hospital Center,200 Memorial Avenue,Westminster,MD,21157,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3220,4543
210034,Medstar Harbor Hospital,3001 South  Hanover Street,Baltimore,MD,21225,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1575,1917
210035,University Of Md Charles Regional  Medical Center,5 Garrett Avenue,La Plata,MD,20646,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1709,2261
210037,University Of Md Shore Medical Center At Easton,219 South  Washington Street,Easton,MD,21601,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2209,2980
210038,University Of Md Medical Center Midtown Campus,827 Linden Avenue,Baltimore,MD,21201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",832,1017
210039,Calverthealth Medical Center,100 Hospital Road,Prince Frederick,MD,20678,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1742,2315
210040,Northwest Hospital Center,5401 Old Court Road,Randallstown,MD,21133,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2471,3161
210043,Umd Baltimore Washington  Medical Center,301 Hospital Drive,Glen Burnie,MD,21061,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4292,5899
210044,Greater Baltimore Medical Center,6701 North  Charles Street,Baltimore,MD,21204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3625,4563
210048,Johns Hopkins Howard County Medical Center,5755 Cedar Lane,Columbia,MD,21044,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4254,5820
210049,University Of Md Upper Chesapeake Medical Center,500 Upper Chesapeake Drive,Bel Air,MD,21014,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",3917,5463
210051,"Luminis Health Doctors Community Medical Ctr, Inc",8118 Good Luck Road,Lanham,MD,20706,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2959,3750
210056,Medstar Good Samaritan Hospital,5601 Loch Raven Boulevard,Baltimore,MD,21239,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2833,4058
210057,Adventist Healthcare Shady Grove Medical Center,9901 Medical Center Drive,Rockville,MD,20850,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3832,4800
210058,Umd Rehabilitation &  Orthopaedic Institute,2200 Kernan Drive,Baltimore,MD,21207,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",573,683
210060,Adventist Healthcare Fort Washington Medical Ctr,11711 Livingston Road,Fort Washington,MD,20744,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",753,859
210061,Atlantic General Hospital,9733 Healthway Drive,Berlin,MD,21811,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1286,1634
210062,Medstar Southern Maryland Hospital Center,7503 Surratts Road,Clinton,MD,20735,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2857,3605
210063,University Of Md St Joseph Medical Center,7601 Osler Drive,Towson,MD,21204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4046,5140
210064,Levindale Hebrew Geriatric Center And Hospital,2434 West Belvedere Avenue,Baltimore,MD,21209,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",635,686
210065,Holy Cross Germantown Hospital,19801 Observation Drive,Germantown,MD,20876,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1461,1809
220001,Health Alliance - Clinton Hospital,60 Hospital Road,Leominster,MA,1453,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1693,2447
220002,Mount Auburn Hospital,330 Mount Auburn Street,Cambridge,MA,2138,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2407,3344
220008,Sturdy Memorial Hospital,211 Park Street,Attleboro,MA,2703,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2179,3085
220010,Lawrence General Hospital,One General Street,Lawrence,MA,1842,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2252,3170
220011,Cambridge Health Alliance,1493 Cambridge Street,Cambridge,MA,2138,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",935,1198
220012,Cape Cod Hospital,27 Park Street,Hyannis,MA,2601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6043,8747
220015,"Cooley Dickinson Hospital Inc,the",30 Locust Street,Northampton,MA,1060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1571,2146
220016,Baystate Franklin Medical Center,164 High Street,Greenfield,MA,1301,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1084,1619
220017,Carney Hospital,2100 Dorchester Avenue,Boston,MA,2124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",401,487
220019,Umass Memorial Healh - Harrington Hospital,100 South Street,Southbridge,MA,1550,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1066,1458
220020,Saint Anne's Hospital,795 Middle Street,Fall River,MA,2721,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2289,3205
220024,Holyoke Medical Center,575 Beech Street,Holyoke,MA,1040,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1192,1614
220029,Anna Jaques Hospital,25 Highland Avenue,Newburyport,MA,1950,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1667,2294
220030,Baystate Wing Hospital And Medical Centers,40 Wright Street,Palmer,MA,1069,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1087,1454
220031,Boston Medical Center Corporation-,1 Boston Medical Center Place,Boston,MA,2118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2198,3045
220033,Beverly Hospital Corporation,85 Herrick Street,Beverly,MA,1915,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4670,6615
220035,North Shore Medical Center -,81 Highland Avenue,Salem,MA,1970,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4547,6831
220036,St Elizabeth's Medical Center,736 Cambridge Street,Brighton,MA,2135,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2346,2907
220046,Berkshire Medical Center Inc - 1,725 North Street,Pittsfield,MA,1201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3319,4865
220049,Marlborough Hospital,157 Union Street,Marlborough,MA,1752,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1007,1438
220052,Signature Healthcare Brockton Hospital,680 Center Street,Brockton,MA,2302,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",268,287
220060,Beth Israel Deaconess Hospital - Plymouth,275 Sandwich Street,Plymouth,MA,2360,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3857,5533
220062,Adcare Hospital Of Worcester Inc,107 Lincoln Street,Worcester,MA,1605,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",878,1413
220063,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,1854,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3698,5499
220065,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,1085,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",973,1278
220066,Mercy Medical Ctr,271 Carew Street,Springfield,MA,1104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1426,1987
220070,Melrosewakefield Healthcare,585 Lebanon Street,Melrose,MA,2176,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2176,3083
220071,Massachusetts General Hospital,55 Fruit Street,Boston,MA,2114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",11150,15292
220073,Morton Hospital,88 Washington Street,Taunton,MA,2780,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2214,3160
220074,"Southcoast Hospital Group, Inc",363 Highland Avenue,Fall River,MA,2720,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7253,10757
220075,Massachusetts Eye And Ear Infirmary -,243 Charles Street,Boston,MA,2114,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",318,351
220077,Baystate Medical Center,759 Chestnut Street,Springfield,MA,1199,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8015,11850
220080,Holy Family Hospital,70 East Street,Methuen,MA,1844,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2366,3153
220083,Beth Israel Deaconess Hospital - Needham,148 Chestnut Street,Needham,MA,2494,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1939,2615
220084,Emerson Hospital -,133 Old Road To 9 Acre Corner,W Concord,MA,1742,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1752,2366
220086,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,2215,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7517,10230
220088,New England Baptist Hospital,125 Parker Hill Avenue,Boston,MA,2120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1801,1919
220090,Milford Regional Medical Center,14 Prospect Street,Milford,MA,1757,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2651,3910
220095,Heywood Hospital -,242 Green Street,Gardner,MA,1440,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",829,1132
220098,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,1432,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",473,633
220100,South Shore Hospital,55 Fogg Road,South Weymouth,MA,2190,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",8091,12140
220101,Newton-Wellesley Hospital,2014 Washington Street,Newton,MA,2462,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4972,6712
220105,Winchester Hospital,41 Highland Avenue,Winchester,MA,1890,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2917,4030
220108,Beth Israel Deaconess Hospital-Milton Inc,199 Reedsdale Road,Milton,MA,2186,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2295,2873
220110,Brigham And Women's Hospital,75 Francis Street,Boston,MA,2115,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",9821,13086
220111,Good Samaritan Medical Center,235 North Pearl Street,Brockton,MA,2301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3602,5037
220116,Tufts Medical Center,800 Washington Street,Boston,MA,2111,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3054,4180
220119,Brigham And Women's Faulkner Hospital,1153 Centre Street,Boston,MA,2130,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2553,3390
220135,Falmouth Hospital,67 & 100 Ter Heun Drive,Falmouth,MA,2540,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2289,3206
220163,Umass Memorial Medical Center Inc,55 Lake Avenue North,Worcester,MA,1655,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7296,10271
220171,"Lahey Hospital & Medical Center, Burlington",41 & 45 Mall Road,Burlington,MA,1803,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6966,9402
220175,Metrowest Medical Center,115 Lincoln Street,Framingham,MA,1701,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1587,2194
220176,St Vincent Hospital,123 Summer Street,Worcester,MA,1608,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2150,2916
220177,Nantucket Cottage Hospital,57 Prospect Street,Nantucket,MA,2554,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",176,248
230002,Trinity Health Livonia Hospital,36475 Five Mile Road,Livonia,MI,48154,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3308,4896
230003,Corewell Health Zeeland Hospital,8333 Felch St,Zeeland,MI,49464,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",222,286
230005,Promedica Charles And Virginia Hickman Hospital,5640 N Adrian Highway,Adrian,MI,49221,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",660,859
230015,Three Rivers Health,701 S Health Parkway,Three Rivers,MI,49093,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",167,217
230017,Bronson Methodist Hospital,601 John Street,Kalamazoo,MI,49007,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3464,4684
230019,Ascension Providence Hospital,16001 W Nine Mile Rd,Southfield,MI,48075,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5233,7361
230020,Beaumont Hospital - Dearborn,18101 Oakwood Blvd,Dearborn,MI,48124,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3068,4262
230021,Corewell Health Lakeland Hospitals St Joseph Hospi,1234 Napier Avenue,St Joseph,MI,49085,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1959,2774
230022,Promedica Coldwater Regional Hospital,274 E Chicago St,Coldwater,MI,49036,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",467,632
230024,Sinai-Grace Hospital,6071 W Outer Drive,Detroit,MI,48235,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1248,1763
230029,Trinity Health Oakland Hospital,44405 Woodward Ave,Pontiac,MI,48341,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3004,4308
230030,Mymichigan Medical Center Alma,300 E Warwick Dr,Alma,MI,48801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",646,830
230031,Lake Huron Medical Center,2601 Electric Avenue,Port Huron,MI,48060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",605,846
230035,Corewell Health United Hospital,615 S Bower Street,Greenville,MI,48838,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",414,516
230036,Mymichigan Medical Center Alpena,1501 W Chisholm St,Alpena,MI,49707,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",931,1238
230037,Hillsdale Hospital,168 S Howell Street,Hillsdale,MI,49242,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",275,348
230038,Corewell Health Grand Rapids Hospitals Butterworth,100 Michigan St Ne,Grand Rapids,MI,49503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5874,8149
230041,Mclaren Bay Region,1900 Columbus Ave,Bay City,MI,48708,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2193,3088
230046,University Of Michigan Health,"1500 E Medical Center Drive, Spc 5474",Ann Arbor,MI,48109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6294,8630
230047,Henry Ford Health Macomb Hospital,15855 Nineteen Mile Rd,Clinton Township,MI,48038,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3693,5155
230053,Henry Ford Health Hospital,2799 W Grand Blvd,Detroit,MI,48202,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4107,5540
230054,Up Health System - Marquette,850 W Baraga Ave,Marquette,MI,49855,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1417,1756
230055,Marshfield Medical Center,1721 S Stephenson Ave,Iron Mountain,MI,49801,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",408,526
230058,Munson Healthcare Grayling Hospital,1100 E Michigan Ave,Grayling,MI,49738,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",386,486
230059,Trinity Health Grand Rapids Hospital,200 Jefferson Avenue Se,Grand Rapids,MI,49503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1751,2373
230066,Trinity Health Muskegon Hospital,1500 E Sherman Blvd,Muskegon,MI,49441,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2178,2977
230069,Trinity Health Livingston Hospital,620 Byron Rd,Howell,MI,48843,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",878,1138
230070,Covenant Medical Center,1447 N Harrison,Saginaw,MI,48602,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3165,4714
230071,Straith Hospital For Special Surgery,23901 Lahser,Southfield,MI,48033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,294
230072,Holland Community Hospital,602 Michigan Ave,Holland,MI,49423,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",777,1031
230075,Bronson Battle Creek Hospital,300 North Avenue,Battle Creek,MI,49017,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1378,1904
230077,Ascension St Mary's Hospital,800 S Washington Avenue,Saginaw,MI,48601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1521,1890
230080,Mclaren Central Michigan,1221 South Drive,Mount Pleasant,MI,48858,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",339,443
230081,Munson Healthcare Cadillac Hospital,400 Hobart St,Cadillac,MI,49601,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",525,668
230085,Bronson South Haven Hospital,955 S Bailey Ave,South Haven,MI,49090,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",104,121
230089,"Beaumont Hospital, Grosse Pointe",468 Cadieux Rd,Grosse Pointe,MI,48230,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1681,2411
230092,Henry Ford Health Jackson Hospital,205 N East Ave,Jackson,MI,49201,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",2894,4184
230093,Corwell Health Big Rapids Hospital,605 Oak Street,Big Rapids,MI,49307,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",369,464
230095,Mymichigan Medical Center West Branch,2463 South M-30,West Branch,MI,48661,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",406,513
230096,Sturgis Hospital,916 Myrtle Ave,Sturgis,MI,49091,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",23,26
230097,Munson Medical Center,1105 Sixth Street,Traverse City,MI,49684,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",3857,5062
230099,Promedica Monroe Regional Hospital,718 N Macomb St,Monroe,MI,48162,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",995,1528
230100,Ascension St Joseph Hospital,200 Hemlock,Tawas City,MI,48764,Unknown,264,323
230104,Harper University Hospital,3990 John R Street,Detroit,MI,48201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",811,1077
230105,Mclaren Northern Michigan,416 Connable Ave,Petoskey,MI,49770,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1714,2245
230108,Up Health System Portage,500 Campus Drive,Hancock,MI,49930,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",198,243
230110,Corewell Health Ludington Hospital,One N Atkinson Drive,Ludington,MI,49431,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",387,497
230117,Ascension Borgess Hospital,1521 Gull Road,Kalamazoo,MI,49048,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1800,2308
230121,Memorial Healthcare,826 West King Street,Owosso,MI,48867,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",615,830
230130,Corewell Health William Beaumont University Hospit,3601 W Thirteen Mile Rd,Royal Oak,MI,48073,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7674,11040
230132,Hurley Medical Center,One Hurley Plaza,Flint,MI,48503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1398,1978
230133,Munson Healthcare Otsego Memorial Hospital,825 N Center Ave,Gaylord,MI,49735,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",330,425
230141,Mclaren Flint,401 S Ballenger Highway,Flint,MI,48532,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2539,3585
230142,Beaumont Hospital - Wayne,33155 Annapolis Ave,Wayne,MI,48184,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",956,1258
230144,Forest Health Medical Center,135 S Prospect St,Ypsilanti,MI,48198,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",30,35
230146,Henry Ford Health Wyandotte Hospital,2333 Biddle Ave,Wyandotte,MI,48192,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2128,2983
230151,Beaumont Hospital - Farmington Hills,28050 Grand River Avenue,Farmington Hills,MI,48336,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1993,2756
230156,Trinity Health Ann Arbor Hospital,5301 E Huron River Dr,Ann Arbor,MI,48106,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5915,8394
230165,Ascension St John Hospital,22101 Moross Rd,Detroit,MI,48236,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3106,4407
230167,Mclaren Greater Lansing,2900 Collins Rd,Lansing,MI,48910,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1524,2135
230174,Trinity Health Grand Haven Hospital,1309 Sheldon Rd,Grand Haven,MI,49417,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",138,148
230176,Beaumont Hospital - Trenton,5450 Fort Street,Trenton,MI,48183,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1733,2488
230180,Mymichigan Medical Center Clare,703 N Mcewan St,Clare,MI,48617,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",182,223
230193,Mclaren Lapeer Region,1375 N Main St,Lapeer,MI,48446,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1034,1449
230195,Ascension Macomb Oakland Hosp-Warren Campus,11800 East Twelve Mile Road,Warren,MI,48093,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3228,4589
230197,Ascension Genesys Hospital,One Genesys Parkway,Grand Blanc,MI,48439,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2402,3432
230207,Mclaren Oakland,50 N Perry St,Pontiac,MI,48342,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",612,753
230208,Sparrow Carson Hospital,406 East Elm St,Carson City,MI,48811,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",113,140
230216,Mclaren Port Huron,1221 Pine Grove Ave,Port Huron,MI,48060,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1662,2333
230217,Oaklawn Hospital,200 N Madison,Marshall,MI,49068,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",439,530
230222,Mymichigan Medical Center Midland,4000 Wellness Drive,Midland,MI,48670,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2680,3468
230227,Mclaren Macomb,1000 Harrington St,Mount Clemens,MI,48043,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2036,2783
230230,Edward W Sparrow Hospital,1215 E Michigan Avenue,Lansing,MI,48912,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2904,3868
230236,University Of Michigan Health - West,"5900 Byron Center Avenue, Sw",Wyoming,MI,49519,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1061,1319
230239,Mymichigan Medical Center-Sault,500 Osborn Blvd,Sault Sainte Marie,MI,49783,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",301,388
230241,Ascension River District Hospital,4100 River Rd,East China,MI,48054,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",121,140
230244,Garden City Hospital,6245 Inkster Rd,Garden City,MI,48135,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1116,1519
230254,Ascension Providence Rochester Hospital,1101 W University Drive,Rochester,MI,48307,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1887,2659
230259,Chelsea Hospital,775 S Main St,Chelsea,MI,48118,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",1064,1361
230264,Insight Surgical Hospital,21230 Dequindre Road,Warren,MI,48091,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",29,31
230269,"Beaumont Hospital, Troy",44201 Dequindre Road,Troy,MI,48085,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6659,9945
230270,Beaumont Hospital - Taylor,10000 Telegraph Road,Taylor,MI,48180,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",968,1322
230273,Detroit Receiving Hospital & Univ Health Center,4201 St Antoine St - 2c,Detroit,MI,48201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1084,1440
230275,Healthsource Saginaw,3340 Hospital Road,Saginaw,MI,48603,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16,16
230277,Huron Valley-Sinai Hospital,One William Carls Drive,Commerce Township,MI,48382,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1083,1447
230279,Ascension Brighton Center For Recovery,12851 Grand River Rd,Brighton,MI,48116,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",170,212
230297,Karmanos Cancer Center,4100 John R,Detroit,MI,48201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",333,483
230301,Surgeons Choice Medical Center,22401 Foster Winter Drive,Southfield,MI,48075,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",224,236
230302,Henry Ford Health West Bloomfield Hospital,6777 West Maple Road,West Bloomfield,MI,48322,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2672,3638
230303,Munson Healthcare Manistee Hospital,1465 E Parkdale Ave,Manistee,MI,49660,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",191,224
