fips,county,state,state_abbr,location,total_population,poverty_rate,unemployment_rate,no_hs_diploma_rate,uninsured_rate,seniors_pct,youth_pct,disability_rate,single_parent_pct,svi_percentile,hospital_count,state_population,hospitals_per_100k,vulnerability_score,risk_category,access_category,priority_score,priority_level
1001020100,Autauga County,Alabama,AL,Census Tract 201; Autauga County; Alabama,1865,21.6,2.6,16.2,8.2,19.5,24.0,20.1,4.9,0.3635,0.0,5028092,0.0,26.64,Low Risk,Adequate Access,1,Low Priority
1107050200,Pickens County,Alabama,AL,Census Tract 502; Pickens County; Alabama,2008,18.6,3.9,10.1,3.7,23.7,17.8,21.5,3.0,0.3045,0.0,5028092,0.0,25.5,Low Risk,Adequate Access,1,Low Priority
1107050300,Pickens County,Alabama,AL,Census Tract 503; Pickens County; Alabama,4383,37.8,8.4,22.1,10.8,18.3,9.7,32.9,6.8,0.9234,0.0,5028092,0.0,39.73,Moderate Risk,Adequate Access,2,Low Priority
1107050401,Pickens County,Alabama,AL,Census Tract 504.01; Pickens County; Alabama,2260,55.5,9.1,20.5,2.8,27.5,28.7,22.0,16.5,0.9204,0.0,5028092,0.0,44.67,Moderate Risk,Adequate Access,2,Low Priority
1107050402,Pickens County,Alabama,AL,Census Tract 504.02; Pickens County; Alabama,2525,40.2,9.3,4.8,16.0,15.4,19.1,20.0,9.7,0.6015,0.0,5028092,0.0,38.86,Moderate Risk,Adequate Access,2,Low Priority
1109188600,Pike County,Alabama,AL,Census Tract 1886; Pike County; Alabama,2524,31.6,4.7,17.2,13.1,21.9,21.4,13.7,9.3,0.5595,0.0,5028092,0.0,33.07,Moderate Risk,Adequate Access,2,Low Priority
1109188700,Pike County,Alabama,AL,Census Tract 1887; Pike County; Alabama,1820,31.9,1.5,18.0,9.0,14.5,19.3,27.3,6.3,0.5776,0.0,5028092,0.0,31.49,Low Risk,Adequate Access,1,Low Priority
1109188800,Pike County,Alabama,AL,Census Tract 1888; Pike County; Alabama,2331,24.4,3.3,14.3,6.9,29.2,20.8,17.8,1.2,0.3026,0.0,5028092,0.0,30.38,Low Risk,Adequate Access,1,Low Priority
1109188900,Pike County,Alabama,AL,Census Tract 1889; Pike County; Alabama,3615,27.4,7.7,10.4,7.2,7.6,17.1,12.1,13.7,0.7721,0.0,5028092,0.0,23.72,Low Risk,Adequate Access,1,Low Priority
1109189001,Pike County,Alabama,AL,Census Tract 1890.01; Pike County; Alabama,2725,18.2,0.0,4.2,7.0,21.3,15.5,14.6,1.4,0.2924,0.0,5028092,0.0,23.02,Low Risk,Adequate Access,1,Low Priority
1109189002,Pike County,Alabama,AL,Census Tract 1890.02; Pike County; Alabama,603,22.6,0.0,2.9,12.1,6.0,16.6,8.5,0.0,0.0532,0.0,5028092,0.0,20.13,Low Risk,Adequate Access,1,Low Priority
1109189003,Pike County,Alabama,AL,Census Tract 1890.03; Pike County; Alabama,3630,27.4,1.0,6.7,7.4,17.5,25.5,11.8,13.8,0.7641,0.0,5028092,0.0,25.49,Low Risk,Adequate Access,1,Low Priority
1109189101,Pike County,Alabama,AL,Census Tract 1891.01; Pike County; Alabama,5043,63.9,5.4,9.3,12.5,2.4,8.7,5.8,13.7,0.715,0.0,5028092,0.0,38.38,Moderate Risk,Adequate Access,2,Low Priority
1109189102,Pike County,Alabama,AL,Census Tract 1891.02; Pike County; Alabama,3291,41.8,3.0,6.4,5.6,10.3,18.5,16.8,7.3,0.6281,0.0,5028092,0.0,30.47,Low Risk,Adequate Access,1,Low Priority
1109189200,Pike County,Alabama,AL,Census Tract 1892; Pike County; Alabama,3090,36.0,10.8,15.3,7.7,20.0,25.2,21.7,7.4,0.7464,0.0,5028092,0.0,35.75,Moderate Risk,Adequate Access,2,Low Priority
1109189300,Pike County,Alabama,AL,Census Tract 1893; Pike County; Alabama,4325,33.8,9.7,19.1,10.3,22.1,21.9,20.1,3.6,0.8251,0.0,5028092,0.0,35.95,Moderate Risk,Adequate Access,2,Low Priority
1111000100,Randolph County,Alabama,AL,Census Tract 1; Randolph County; Alabama,2857,25.5,1.2,16.9,6.1,19.8,16.7,17.6,2.5,0.2754,0.0,5028092,0.0,26.5,Low Risk,Adequate Access,1,Low Priority
1111000200,Randolph County,Alabama,AL,Census Tract 2; Randolph County; Alabama,3755,27.2,3.0,19.2,4.2,16.3,25.9,13.9,5.4,0.4576,0.0,5028092,0.0,24.63,Low Risk,Adequate Access,1,Low Priority
1111000300,Randolph County,Alabama,AL,Census Tract 3; Randolph County; Alabama,4345,26.3,4.5,18.3,11.3,23.4,18.5,18.6,5.5,0.5802,0.0,5028092,0.0,31.68,Low Risk,Adequate Access,1,Low Priority
1111000400,Randolph County,Alabama,AL,Census Tract 4; Randolph County; Alabama,4619,22.4,3.9,19.4,8.6,21.3,22.2,22.4,11.6,0.6936,0.0,5028092,0.0,28.8,Low Risk,Adequate Access,1,Low Priority
1111000500,Randolph County,Alabama,AL,Census Tract 5; Randolph County; Alabama,4335,28.4,1.6,14.5,9.1,26.2,19.0,24.3,10.6,0.7686,0.0,5028092,0.0,33.4,Moderate Risk,Adequate Access,2,Low Priority
1111000600,Randolph County,Alabama,AL,Census Tract 6; Randolph County; Alabama,2268,40.5,6.4,21.5,11.6,14.0,23.1,13.7,6.8,0.8186,0.0,5028092,0.0,34.01,Moderate Risk,Adequate Access,2,Low Priority
1113030200,Russell County,Alabama,AL,Census Tract 302; Russell County; Alabama,1572,68.6,5.3,21.7,13.1,9.1,33.2,33.1,25.3,0.8182,0.0,5028092,0.0,50.56,Moderate Risk,Adequate Access,2,Low Priority
1113030300,Russell County,Alabama,AL,Census Tract 303; Russell County; Alabama,2784,44.6,10.2,27.6,22.4,18.3,21.6,21.9,8.4,0.7174,0.0,5028092,0.0,45.54,Moderate Risk,Adequate Access,2,Low Priority
1113030402,Russell County,Alabama,AL,Census Tract 304.02; Russell County; Alabama,3539,25.3,2.2,3.3,6.2,21.4,19.9,20.8,13.6,0.5825,0.0,5028092,0.0,28.17,Low Risk,Adequate Access,1,Low Priority
1113030403,Russell County,Alabama,AL,Census Tract 304.03; Russell County; Alabama,3701,33.1,8.1,4.5,16.8,14.0,25.9,17.9,19.6,0.6814,0.0,5028092,0.0,34.62,Moderate Risk,Adequate Access,2,Low Priority
1113030404,Russell County,Alabama,AL,Census Tract 304.04; Russell County; Alabama,2663,31.7,5.0,2.6,12.8,15.4,18.4,12.5,11.2,0.4723,0.0,5028092,0.0,30.38,Low Risk,Adequate Access,1,Low Priority
1113030500,Russell County,Alabama,AL,Census Tract 305; Russell County; Alabama,2297,30.3,11.4,9.8,15.6,16.2,20.9,17.4,10.2,0.7545,0.0,5028092,0.0,34.37,Moderate Risk,Adequate Access,2,Low Priority
1113030601,Russell County,Alabama,AL,Census Tract 306.01; Russell County; Alabama,3280,41.2,5.9,24.0,10.9,12.9,21.9,27.2,17.7,0.9438,0.0,5028092,0.0,37.14,Moderate Risk,Adequate Access,2,Low Priority
1113030602,Russell County,Alabama,AL,Census Tract 306.02; Russell County; Alabama,4801,21.3,5.3,17.1,8.5,10.7,17.4,29.5,5.8,0.4173,0.0,5028092,0.0,26.74,Low Risk,Adequate Access,1,Low Priority
1113030700,Russell County,Alabama,AL,Census Tract 307; Russell County; Alabama,3817,36.5,10.7,12.1,18.5,9.1,24.0,15.9,12.2,0.927,0.0,5028092,0.0,35.31,Moderate Risk,Adequate Access,2,Low Priority
1113030800,Russell County,Alabama,AL,Census Tract 308; Russell County; Alabama,3364,58.7,13.4,17.1,18.8,18.8,22.7,19.9,13.4,0.9171,0.0,5028092,0.0,50.79,Moderate Risk,Adequate Access,2,Low Priority
1113030903,Russell County,Alabama,AL,Census Tract 309.03; Russell County; Alabama,3911,29.1,6.7,15.4,2.8,11.3,35.3,25.2,13.9,0.6885,0.0,5028092,0.0,27.12,Low Risk,Adequate Access,1,Low Priority
1113030904,Russell County,Alabama,AL,Census Tract 309.04; Russell County; Alabama,2901,27.7,7.3,25.8,9.1,17.9,26.4,30.6,6.4,0.607,0.0,5028092,0.0,33.34,Moderate Risk,Adequate Access,2,Low Priority
1113030905,Russell County,Alabama,AL,Census Tract 309.05; Russell County; Alabama,4400,24.1,11.8,6.9,5.6,4.3,37.9,13.7,2.9,0.3965,0.0,5028092,0.0,21.86,Low Risk,Adequate Access,1,Low Priority
1113030906,Russell County,Alabama,AL,Census Tract 309.06; Russell County; Alabama,3989,35.0,0.6,14.1,11.2,14.6,30.6,17.4,9.8,0.5978,0.0,5028092,0.0,31.0,Low Risk,Adequate Access,1,Low Priority
1113030907,Russell County,Alabama,AL,Census Tract 309.07; Russell County; Alabama,3004,18.6,0.6,29.8,15.2,17.3,18.6,22.8,4.8,0.5506,0.0,5028092,0.0,27.84,Low Risk,Adequate Access,1,Low Priority
1113031000,Russell County,Alabama,AL,Census Tract 310; Russell County; Alabama,3093,21.1,7.0,12.2,12.9,20.0,16.0,16.1,3.9,0.314,0.0,5028092,0.0,28.82,Low Risk,Adequate Access,1,Low Priority
1113031100,Russell County,Alabama,AL,Census Tract 311; Russell County; Alabama,1860,30.0,0.5,17.6,7.8,24.0,13.8,27.4,1.6,0.5499,0.0,5028092,0.0,33.28,Moderate Risk,Adequate Access,2,Low Priority
1113031200,Russell County,Alabama,AL,Census Tract 312; Russell County; Alabama,3873,24.1,3.7,14.8,8.8,21.2,21.3,16.6,4.0,0.6252,0.0,5028092,0.0,28.0,Low Risk,Adequate Access,1,Low Priority
1115040104,St. Clair County,Alabama,AL,Census Tract 401.04; St. Clair County; Alabama,5358,7.3,1.1,2.8,9.1,17.4,22.8,11.9,1.9,0.2225,0.0,5028092,0.0,17.21,Low Risk,Adequate Access,1,Low Priority
1115040105,St. Clair County,Alabama,AL,Census Tract 401.05; St. Clair County; Alabama,5381,20.2,2.7,23.4,7.7,17.6,21.3,21.7,6.0,0.5838,0.0,5028092,0.0,25.56,Low Risk,Adequate Access,1,Low Priority
1115040107,St. Clair County,Alabama,AL,Census Tract 401.07; St. Clair County; Alabama,6970,10.7,6.7,12.0,11.5,15.7,23.1,17.7,5.9,0.3912,0.0,5028092,0.0,22.3,Low Risk,Adequate Access,1,Low Priority
1115040108,St. Clair County,Alabama,AL,Census Tract 401.08; St. Clair County; Alabama,5099,10.6,1.1,3.9,3.8,9.8,26.2,10.9,2.1,0.0888,0.0,5028092,0.0,13.29,Low Risk,Adequate Access,1,Low Priority
1115040109,St. Clair County,Alabama,AL,Census Tract 401.09; St. Clair County; Alabama,2790,27.3,10.1,19.1,9.2,19.3,18.1,29.4,13.9,0.5924,0.0,5028092,0.0,34.14,Moderate Risk,Adequate Access,2,Low Priority
1115040110,St. Clair County,Alabama,AL,Census Tract 401.10; St. Clair County; Alabama,4641,24.5,9.9,6.4,4.7,15.0,23.3,12.2,7.5,0.4119,0.0,5028092,0.0,24.58,Low Risk,Adequate Access,1,Low Priority
1115040206,St. Clair County,Alabama,AL,Census Tract 402.06; St. Clair County; Alabama,3477,18.2,5.6,19.7,7.0,18.3,24.2,29.2,8.7,0.5062,0.0,5028092,0.0,27.41,Low Risk,Adequate Access,1,Low Priority
1115040207,St. Clair County,Alabama,AL,Census Tract 402.07; St. Clair County; Alabama,2882,16.7,0.7,16.4,5.0,19.5,21.0,16.8,3.0,0.2496,0.0,5028092,0.0,21.57,Low Risk,Adequate Access,1,Low Priority
1115040208,St. Clair County,Alabama,AL,Census Tract 402.08; St. Clair County; Alabama,2574,12.4,0.0,10.6,9.7,15.3,25.2,18.2,7.3,0.4397,0.0,5028092,0.0,20.43,Low Risk,Adequate Access,1,Low Priority
1115040209,St. Clair County,Alabama,AL,Census Tract 402.09; St. Clair County; Alabama,3497,15.3,8.5,8.0,14.5,16.4,22.6,15.1,9.9,0.5716,0.0,5028092,0.0,25.76,Low Risk,Adequate Access,1,Low Priority
1115040210,St. Clair County,Alabama,AL,Census Tract 402.10; St. Clair County; Alabama,2911,12.7,9.5,11.6,4.6,27.1,17.6,14.5,1.1,0.2966,0.0,5028092,0.0,24.09,Low Risk,Adequate Access,1,Low Priority
1115040211,St. Clair County,Alabama,AL,Census Tract 402.11; St. Clair County; Alabama,3542,31.6,9.0,16.4,16.1,8.9,24.2,14.2,12.9,0.6482,0.0,5028092,0.0,31.03,Low Risk,Adequate Access,1,Low Priority
1115040212,St. Clair County,Alabama,AL,Census Tract 402.12; St. Clair County; Alabama,2412,7.9,5.3,7.2,2.9,21.5,16.3,8.5,0.0,0.0563,0.0,5028092,0.0,16.37,Low Risk,Adequate Access,1,Low Priority
1115040213,St. Clair County,Alabama,AL,Census Tract 402.13; St. Clair County; Alabama,3187,15.5,7.1,11.5,5.0,26.6,19.8,19.7,2.0,0.343,0.0,5028092,0.0,26.11,Low Risk,Adequate Access,1,Low Priority
1115040301,St. Clair County,Alabama,AL,Census Tract 403.01; St. Clair County; Alabama,2267,16.3,0.0,21.6,9.8,28.9,13.8,17.4,2.6,0.1641,0.0,5028092,0.0,26.93,Low Risk,Adequate Access,1,Low Priority
1115040302,St. Clair County,Alabama,AL,Census Tract 403.02; St. Clair County; Alabama,2311,37.2,14.2,11.6,9.6,26.0,19.4,26.3,4.4,0.8215,0.0,5028092,0.0,41.48,Moderate Risk,Adequate Access,2,Low Priority
1115040401,St. Clair County,Alabama,AL,Census Tract 404.01; St. Clair County; Alabama,4086,23.9,0.8,14.4,10.5,21.0,15.9,20.2,5.6,0.4462,0.0,5028092,0.0,28.8,Low Risk,Adequate Access,1,Low Priority
1115040402,St. Clair County,Alabama,AL,Census Tract 404.02; St. Clair County; Alabama,3668,25.6,7.5,15.9,11.0,21.6,26.0,13.3,5.6,0.6516,0.0,5028092,0.0,29.95,Low Risk,Adequate Access,1,Low Priority
1115040503,St. Clair County,Alabama,AL,Census Tract 405.03; St. Clair County; Alabama,4229,8.6,1.2,8.4,9.2,18.9,24.5,11.0,1.6,0.1266,0.0,5028092,0.0,18.16,Low Risk,Adequate Access,1,Low Priority
1115040504,St. Clair County,Alabama,AL,Census Tract 405.04; St. Clair County; Alabama,4866,4.5,0.4,11.5,2.4,16.5,28.1,18.6,4.8,0.1485,0.0,5028092,0.0,14.22,Low Risk,Adequate Access,1,Low Priority
1115040505,St. Clair County,Alabama,AL,Census Tract 405.05; St. Clair County; Alabama,2502,2.7,1.2,6.7,6.4,16.5,22.5,8.7,1.8,0.0613,0.0,5028092,0.0,12.75,Low Risk,Adequate Access,1,Low Priority
1115040506,St. Clair County,Alabama,AL,Census Tract 405.06; St. Clair County; Alabama,6515,15.5,1.0,10.4,6.4,9.1,27.4,7.6,7.0,0.3042,0.0,5028092,0.0,15.5,Low Risk,Adequate Access,1,Low Priority
1115040507,St. Clair County,Alabama,AL,Census Tract 405.07; St. Clair County; Alabama,3948,16.2,3.1,21.2,11.7,12.5,13.1,18.6,0.0,0.331,0.0,5028092,0.0,22.98,Low Risk,Adequate Access,1,Low Priority
1115040508,St. Clair County,Alabama,AL,Census Tract 405.08; St. Clair County; Alabama,2606,33.3,5.7,22.4,12.4,22.8,24.7,25.4,11.9,0.576,0.0,5028092,0.0,37.28,Moderate Risk,Adequate Access,2,Low Priority
1117030102,Shelby County,Alabama,AL,Census Tract 301.02; Shelby County; Alabama,3731,35.2,8.3,14.1,12.9,21.4,23.0,24.7,4.3,0.7537,0.0,5028092,0.0,38.37,Moderate Risk,Adequate Access,2,Low Priority
1117030103,Shelby County,Alabama,AL,Census Tract 301.03; Shelby County; Alabama,1039,9.0,9.0,6.5,8.6,17.7,28.8,11.5,3.6,0.2509,0.0,5028092,0.0,19.89,Low Risk,Adequate Access,1,Low Priority
1117030211,Shelby County,Alabama,AL,Census Tract 302.11; Shelby County; Alabama,2896,3.6,1.0,5.4,2.4,19.6,22.5,11.5,0.4,0.0215,0.0,5028092,0.0,13.17,Low Risk,Adequate Access,1,Low Priority
1117030212,Shelby County,Alabama,AL,Census Tract 302.12; Shelby County; Alabama,4252,17.5,0.5,6.9,7.8,8.3,13.6,3.6,4.5,0.377,0.0,5028092,0.0,15.53,Low Risk,Adequate Access,1,Low Priority
1117030215,Shelby County,Alabama,AL,Census Tract 302.15; Shelby County; Alabama,5443,4.6,3.6,6.5,8.8,10.9,32.2,12.3,8.3,0.2211,0.0,5028092,0.0,14.29,Low Risk,Adequate Access,1,Low Priority
1117030216,Shelby County,Alabama,AL,Census Tract 302.16; Shelby County; Alabama,8297,10.4,3.4,4.5,1.6,20.6,19.3,11.3,3.2,0.0913,0.0,5028092,0.0,16.84,Low Risk,Adequate Access,1,Low Priority
1117030218,Shelby County,Alabama,AL,Census Tract 302.18; Shelby County; Alabama,5028,4.3,3.5,7.1,1.8,21.6,22.5,21.1,1.1,0.2515,0.0,5028092,0.0,17.21,Low Risk,Adequate Access,1,Low Priority
1117030219,Shelby County,Alabama,AL,Census Tract 302.19; Shelby County; Alabama,4508,3.2,3.4,0.7,0.4,19.8,25.1,9.7,5.0,0.0563,0.0,5028092,0.0,12.32,Low Risk,Adequate Access,1,Low Priority
1117030220,Shelby County,Alabama,AL,Census Tract 302.20; Shelby County; Alabama,6184,5.0,3.7,3.5,1.4,33.4,17.0,15.9,1.8,0.1504,0.0,5028092,0.0,20.26,Low Risk,Adequate Access,1,Low Priority
1117030221,Shelby County,Alabama,AL,Census Tract 302.21; Shelby County; Alabama,4893,8.7,2.7,5.1,4.0,13.7,18.3,13.2,5.3,0.1607,0.0,5028092,0.0,14.98,Low Risk,Adequate Access,1,Low Priority
1117030304,Shelby County,Alabama,AL,Census Tract 303.04; Shelby County; Alabama,6520,9.0,2.2,1.7,1.1,20.6,18.2,12.3,2.5,0.0334,0.0,5028092,0.0,15.92,Low Risk,Adequate Access,1,Low Priority
1117030305,Shelby County,Alabama,AL,Census Tract 303.05; Shelby County; Alabama,3678,2.1,4.3,1.4,5.7,20.7,23.5,10.3,2.7,0.0237,0.0,5028092,0.0,14.95,Low Risk,Adequate Access,1,Low Priority
1117030306,Shelby County,Alabama,AL,Census Tract 303.06; Shelby County; Alabama,3703,11.0,1.9,7.6,9.2,13.5,23.5,11.6,11.6,0.2381,0.0,5028092,0.0,17.65,Low Risk,Adequate Access,1,Low Priority
1117030314,Shelby County,Alabama,AL,Census Tract 303.14; Shelby County; Alabama,3063,12.0,2.2,1.7,9.8,7.6,16.8,5.3,9.2,0.3211,0.0,5028092,0.0,14.61,Low Risk,Adequate Access,1,Low Priority
1117030315,Shelby County,Alabama,AL,Census Tract 303.15; Shelby County; Alabama,4975,16.6,2.1,8.8,12.3,13.8,22.9,6.9,4.9,0.5807,0.0,5028092,0.0,20.46,Low Risk,Adequate Access,1,Low Priority
1117030316,Shelby County,Alabama,AL,Census Tract 303.16; Shelby County; Alabama,4401,11.1,0.8,4.5,6.2,13.6,22.7,7.4,6.8,0.2687,0.0,5028092,0.0,14.94,Low Risk,Adequate Access,1,Low Priority
1117030317,Shelby County,Alabama,AL,Census Tract 303.17; Shelby County; Alabama,4683,7.3,1.2,2.9,15.0,9.4,28.3,6.0,4.0,0.1722,0.0,5028092,0.0,15.41,Low Risk,Adequate Access,1,Low Priority
1117030319,Shelby County,Alabama,AL,Census Tract 303.19; Shelby County; Alabama,2770,16.3,3.7,16.1,12.7,20.4,19.8,16.1,4.3,0.8699,0.0,5028092,0.0,25.82,Low Risk,Adequate Access,1,Low Priority
1117030320,Shelby County,Alabama,AL,Census Tract 303.20; Shelby County; Alabama,5958,9.5,2.7,4.3,5.4,9.3,26.8,7.8,5.1,0.1044,0.0,5028092,0.0,12.93,Low Risk,Adequate Access,1,Low Priority
1117030330,Shelby County,Alabama,AL,Census Tract 303.30; Shelby County; Alabama,5565,4.9,0.6,1.8,2.9,17.6,17.9,7.1,2.3,0.0554,0.0,5028092,0.0,11.96,Low Risk,Adequate Access,1,Low Priority
1117030331,Shelby County,Alabama,AL,Census Tract 303.31; Shelby County; Alabama,4480,13.0,3.8,6.3,7.3,10.8,27.6,6.9,7.5,0.1856,0.0,5028092,0.0,15.96,Low Risk,Adequate Access,1,Low Priority
1117030336,Shelby County,Alabama,AL,Census Tract 303.36; Shelby County; Alabama,8652,4.3,0.5,1.2,3.3,10.4,32.7,7.0,2.2,0.0037,0.0,5028092,0.0,9.22,Low Risk,Adequate Access,1,Low Priority
1117030337,Shelby County,Alabama,AL,Census Tract 303.37; Shelby County; Alabama,1886,18.6,2.3,7.1,10.2,9.9,29.2,13.7,12.6,0.5508,0.0,5028092,0.0,20.91,Low Risk,Adequate Access,1,Low Priority
1117030340,Shelby County,Alabama,AL,Census Tract 303.40; Shelby County; Alabama,5474,10.1,2.4,4.0,5.2,12.1,25.3,7.8,3.2,0.0929,0.0,5028092,0.0,14.04,Low Risk,Adequate Access,1,Low Priority
1117030341,Shelby County,Alabama,AL,Census Tract 303.41; Shelby County; Alabama,2418,21.9,3.4,15.5,12.7,13.3,27.6,9.3,8.0,0.7286,0.0,5028092,0.0,23.86,Low Risk,Adequate Access,1,Low Priority
1117030345,Shelby County,Alabama,AL,Census Tract 303.45; Shelby County; Alabama,3052,11.3,0.5,12.6,5.8,16.2,20.2,14.9,5.7,0.3675,0.0,5028092,0.0,17.74,Low Risk,Adequate Access,1,Low Priority
1117030346,Shelby County,Alabama,AL,Census Tract 303.46; Shelby County; Alabama,4142,2.8,1.4,2.4,1.2,27.1,19.1,9.3,0.0,0.0167,0.0,5028092,0.0,14.49,Low Risk,Adequate Access,1,Low Priority
1117030347,Shelby County,Alabama,AL,Census Tract 303.47; Shelby County; Alabama,4059,7.1,0.7,1.0,7.3,21.5,13.3,12.5,14.0,0.511,0.0,5028092,0.0,17.84,Low Risk,Adequate Access,1,Low Priority
1117030348,Shelby County,Alabama,AL,Census Tract 303.48; Shelby County; Alabama,4917,9.7,2.1,4.0,3.7,18.6,24.2,9.2,5.4,0.3142,0.0,5028092,0.0,15.82,Low Risk,Adequate Access,1,Low Priority
1117030349,Shelby County,Alabama,AL,Census Tract 303.49; Shelby County; Alabama,1063,20.2,0.0,1.6,0.0,37.9,8.3,17.6,8.7,0.0428,0.0,5028092,0.0,27.57,Low Risk,Adequate Access,1,Low Priority
1117030350,Shelby County,Alabama,AL,Census Tract 303.50; Shelby County; Alabama,3006,7.9,6.3,8.1,8.2,13.0,19.5,10.5,1.0,0.097,0.0,5028092,0.0,16.51,Low Risk,Adequate Access,1,Low Priority
1117030351,Shelby County,Alabama,AL,Census Tract 303.51; Shelby County; Alabama,2959,0.6,3.3,2.7,4.3,12.8,26.4,6.6,0.7,0.0305,0.0,5028092,0.0,9.51,Low Risk,Adequate Access,1,Low Priority
1117030352,Shelby County,Alabama,AL,Census Tract 303.52; Shelby County; Alabama,6558,2.6,0.5,1.5,3.1,31.2,18.5,11.2,4.3,0.0581,0.0,5028092,0.0,17.01,Low Risk,Adequate Access,1,Low Priority
1117030405,Shelby County,Alabama,AL,Census Tract 304.05; Shelby County; Alabama,1083,33.1,6.4,21.0,9.8,13.9,17.5,28.2,9.8,0.9318,0.0,5028092,0.0,33.75,Moderate Risk,Adequate Access,2,Low Priority
1117030406,Shelby County,Alabama,AL,Census Tract 304.06; Shelby County; Alabama,3752,23.5,5.2,17.0,14.2,18.1,21.6,14.6,1.8,0.6743,0.0,5028092,0.0,28.91,Low Risk,Adequate Access,1,Low Priority
1117030407,Shelby County,Alabama,AL,Census Tract 304.07; Shelby County; Alabama,2453,31.0,19.2,6.3,6.4,6.2,2.3,17.2,2.1,0.4762,0.0,5028092,0.0,28.98,Low Risk,Adequate Access,1,Low Priority
1117030408,Shelby County,Alabama,AL,Census Tract 304.08; Shelby County; Alabama,3886,36.6,6.0,18.5,18.6,12.3,23.0,17.6,2.4,0.7283,0.0,5028092,0.0,35.75,Moderate Risk,Adequate Access,2,Low Priority
1117030502,Shelby County,Alabama,AL,Census Tract 305.02; Shelby County; Alabama,2923,12.5,0.0,3.4,2.5,15.6,24.6,12.1,4.0,0.0852,0.0,5028092,0.0,15.68,Low Risk,Adequate Access,1,Low Priority
1117030503,Shelby County,Alabama,AL,Census Tract 305.03; Shelby County; Alabama,4554,24.7,1.0,14.9,7.9,8.9,28.1,10.7,4.3,0.268,0.0,5028092,0.0,21.1,Low Risk,Adequate Access,1,Low Priority
1117030504,Shelby County,Alabama,AL,Census Tract 305.04; Shelby County; Alabama,3340,33.9,3.6,8.6,14.2,10.7,27.5,11.2,22.7,0.6897,0.0,5028092,0.0,29.58,Low Risk,Adequate Access,1,Low Priority
1117030607,Shelby County,Alabama,AL,Census Tract 306.07; Shelby County; Alabama,6821,1.5,1.7,2.4,6.2,12.8,23.5,14.8,5.0,0.1281,0.0,5028092,0.0,12.57,Low Risk,Adequate Access,1,Low Priority
1117030610,Shelby County,Alabama,AL,Census Tract 306.10; Shelby County; Alabama,3855,15.7,0.5,7.4,6.9,12.8,28.4,9.5,4.7,0.2152,0.0,5028092,0.0,17.53,Low Risk,Adequate Access,1,Low Priority
1117030611,Shelby County,Alabama,AL,Census Tract 306.11; Shelby County; Alabama,2922,14.2,6.2,5.3,6.5,15.3,23.6,8.4,4.9,0.1721,0.0,5028092,0.0,18.82,Low Risk,Adequate Access,1,Low Priority
1117030612,Shelby County,Alabama,AL,Census Tract 306.12; Shelby County; Alabama,2704,2.7,4.3,5.2,7.1,8.0,32.5,14.6,4.0,0.1092,0.0,5028092,0.0,12.43,Low Risk,Adequate Access,1,Low Priority
1117030613,Shelby County,Alabama,AL,Census Tract 306.13; Shelby County; Alabama,6918,10.9,6.2,4.4,3.6,14.0,20.4,12.5,5.3,0.1548,0.0,5028092,0.0,16.66,Low Risk,Adequate Access,1,Low Priority
1117030614,Shelby County,Alabama,AL,Census Tract 306.14; Shelby County; Alabama,4593,7.8,0.5,6.3,11.2,9.0,28.0,13.1,8.9,0.355,0.0,5028092,0.0,15.51,Low Risk,Adequate Access,1,Low Priority
1117030615,Shelby County,Alabama,AL,Census Tract 306.15; Shelby County; Alabama,6581,10.7,3.2,2.4,1.6,18.6,28.4,11.0,9.1,0.1995,0.0,5028092,0.0,16.11,Low Risk,Adequate Access,1,Low Priority
1117030616,Shelby County,Alabama,AL,Census Tract 306.16; Shelby County; Alabama,2735,6.1,3.8,1.4,7.1,20.5,22.8,10.5,0.8,0.0514,0.0,5028092,0.0,17.23,Low Risk,Adequate Access,1,Low Priority
1117030701,Shelby County,Alabama,AL,Census Tract 307.01; Shelby County; Alabama,5474,13.4,6.2,13.8,1.6,9.8,21.2,16.7,3.1,0.5147,0.0,5028092,0.0,16.51,Low Risk,Adequate Access,1,Low Priority
1117030703,Shelby County,Alabama,AL,Census Tract 307.03; Shelby County; Alabama,3796,22.2,6.9,13.2,14.4,17.6,23.3,20.2,4.6,0.654,0.0,5028092,0.0,30.21,Low Risk,Adequate Access,1,Low Priority
1117030704,Shelby County,Alabama,AL,Census Tract 307.04; Shelby County; Alabama,4039,22.2,4.4,11.9,7.2,22.2,19.2,21.7,0.3,0.3893,0.0,5028092,0.0,28.35,Low Risk,Adequate Access,1,Low Priority
1117030800,Shelby County,Alabama,AL,Census Tract 308; Shelby County; Alabama,4424,16.8,9.5,10.5,7.5,18.1,23.7,14.3,3.5,0.3656,0.0,5028092,0.0,23.95,Low Risk,Adequate Access,1,Low Priority
1117030900,Shelby County,Alabama,AL,Census Tract 309; Shelby County; Alabama,2810,29.7,5.8,17.0,14.2,22.7,14.8,26.3,2.9,0.5176,0.0,5028092,0.0,36.7,Moderate Risk,Adequate Access,2,Low Priority
1117980000,Shelby County,Alabama,AL,Census Tract 9800; Shelby County; Alabama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028092,0.0,0.0,Low Risk,Adequate Access,1,Low Priority
